Latitude,Longitude,Total Segment Length (km),Average Modal Freeboard (m),Average Pressure Ridge (m),Ridge Fraction (%),Surface Roughness (m),File,Thickness (m),Source File
-75.16573243168787,-42.00171856103309,27.0,0.34,1.0876599417792423,3.5438571901371083,0.2326443940401077,processed_ATL10-02_20240123213433_05512201_006_01.h5,1.3,Combined_25km_jan24_gt1r.csv
-74.92819052350167,-42.14117798496514,27.0,0.25,0.9893315179007394,4.698791693792575,0.2048874497413635,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.97,Combined_25km_jan24_gt1r.csv
-74.67622804949372,-42.28510415196357,12.0,0.12,,0.0,0.1163226515054702,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.5773428177099,-42.340555572067046,6.0,0.2,,0.0,0.1017060279846191,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.79,Combined_25km_jan24_gt1r.csv
-74.16918588516245,-42.562639706641306,6.0,0.33,1.0771527886390686,4.488043114542961,0.2101751863956451,processed_ATL10-02_20240123213433_05512201_006_01.h5,1.26,Combined_25km_jan24_gt1r.csv
-74.0778039158381,-42.610868241495645,12.0,0.14,,0.0,0.1574124842882156,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-73.74339192795532,-42.78344162493772,12.0,0.16,0.7150719165802002,0.5837534554302692,0.099027082324028,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-73.58378510776376,-42.86354938027692,24.0,0.21,,0.0,0.1059606671333313,processed_ATL10-02_20240123213433_05512201_006_01.h5,0.83,Combined_25km_jan24_gt1r.csv
-77.33705091079713,-41.73779037807962,27.0,0.18,1.1234313978089228,35.780186868376205,0.4297953248023987,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.72,Combined_25km_jan24_gt1r.csv
-77.09864061069219,-41.55380321316192,27.0,0.13,0.9988396101527744,23.60076953967412,0.3446190953254699,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-76.87342871626059,-41.3855702126336,24.0,0.21,0.9553238302469254,9.249425353482366,0.2483978867530822,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.83,Combined_25km_jan24_gt1r.csv
-76.75414427265675,-41.29829823488806,3.0,0.02,0.7347618341445923,6.895191222429276,0.2502382397651672,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.14,Combined_25km_jan24_gt1r.csv
-77.33705091079713,-41.73779037807962,27.0,0.18,1.1234313978089228,35.780186868376205,0.4297953248023987,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.72,Combined_25km_jan24_gt1r.csv
-77.09864061069219,-41.55380321316192,27.0,0.13,0.9988396101527744,23.60076953967412,0.3446190953254699,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-76.87342871626059,-41.3855702126336,24.0,0.21,0.9553238302469254,9.249425353482366,0.2483978867530822,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.83,Combined_25km_jan24_gt1r.csv
-76.75414427265675,-41.29829823488806,3.0,0.02,0.7347618341445923,6.895191222429276,0.2502382397651672,processed_ATL10-02_20240124083434_05582201_006_01.h5,0.14,Combined_25km_jan24_gt1r.csv
-77.06612750740496,-35.01533846850769,27.0,0.32,1.178028192785051,17.39301470418771,0.3390330672264099,processed_ATL10-02_20240124210853_05662201_006_01.h5,1.23,Combined_25km_jan24_gt1r.csv
-76.84091541707949,-35.183535101610914,24.0,0.27,1.0629172027111051,11.766438814811409,0.2970021963119507,processed_ATL10-02_20240124210853_05662201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-76.61559677946057,-35.34654106610745,27.0,0.23,0.8386049032211303,1.1692141079240377,0.1856990456581115,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.9,Combined_25km_jan24_gt1r.csv
-76.39017822810362,-35.504842432759304,24.0,0.19,0.9800256405557904,7.211257395101711,0.2518004775047302,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.75,Combined_25km_jan24_gt1r.csv
-76.16468794838381,-35.65849670240695,27.0,0.22,1.0643375686236791,7.878065440389845,0.2546636760234833,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-75.93914527353468,-35.80794740455313,24.0,0.12,0.8369366675615311,9.641658468171954,0.2112060636281967,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-75.71351342232134,-35.95330104995191,27.0,0.17,0.8454083278775215,2.838364370270736,0.1890684962272644,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.48939292280048,-36.09372704745502,24.0,0.17,0.9666061103343964,0.7976459601195529,0.1356711834669113,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.26244576234755,-36.23172606381515,27.0,0.14,0.6965563595294952,1.4615355266465082,0.1382294297218322,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-75.07093294897939,-36.34527400247517,15.0,0.11,0.8237919012705485,2.796141430735588,0.1427460014820099,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-77.06612750740496,-35.01533846850769,27.0,0.32,1.178028192785051,17.39301470418771,0.3390330672264099,processed_ATL10-02_20240124210853_05662201_006_01.h5,1.23,Combined_25km_jan24_gt1r.csv
-76.84091541707949,-35.183535101610914,24.0,0.27,1.0629172027111051,11.766438814811409,0.2970021963119507,processed_ATL10-02_20240124210853_05662201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-76.61559677946057,-35.34654106610745,27.0,0.23,0.8386049032211303,1.1692141079240377,0.1856990456581115,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.9,Combined_25km_jan24_gt1r.csv
-76.39017822810362,-35.504842432759304,24.0,0.19,0.9800256405557904,7.211257395101711,0.2518004775047302,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.75,Combined_25km_jan24_gt1r.csv
-76.16468794838381,-35.65849670240695,27.0,0.22,1.0643375686236791,7.878065440389845,0.2546636760234833,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-75.93914527353468,-35.80794740455313,24.0,0.12,0.8369366675615311,9.641658468171954,0.2112060636281967,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-75.71351342232134,-35.95330104995191,27.0,0.17,0.8454083278775215,2.838364370270736,0.1890684962272644,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.48939292280048,-36.09372704745502,24.0,0.17,0.9666061103343964,0.7976459601195529,0.1356711834669113,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.26244576234755,-36.23172606381515,27.0,0.14,0.6965563595294952,1.4615355266465082,0.1382294297218322,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-75.07093294897939,-36.34527400247517,15.0,0.11,0.8237919012705485,2.796141430735588,0.1427460014820099,processed_ATL10-02_20240124210853_05662201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-77.47585056540719,-36.13899314701677,18.0,0.06,0.7132823914289474,3.8340908785661054,0.1530350893735885,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-77.27000908925373,-35.97528421082278,27.0,0.16,0.7953466773033142,3.87037412987815,0.1876789480447769,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-77.0448802999195,-35.80177621248157,24.0,0.1,0.7157313466072083,4.55787101527676,0.1827020645141601,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
-76.8974095324276,-35.69108860315512,6.0,0.03,0.8855237364768982,5.595595017075539,0.216180145740509,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.18,Combined_25km_jan24_gt1r.csv
-76.59351225614665,-35.47072525301516,24.0,0.16,0.8539649546146393,1.0136277007404717,0.1739637702703476,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-76.3688488068397,-35.31371489624764,27.0,0.14,0.9104494537625994,5.793733325683409,0.2122037857770919,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-76.1434114606999,-35.16070620625124,24.0,0.24,1.124937849385398,12.165254354476929,0.2807135581970215,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.94,Combined_25km_jan24_gt1r.csv
-75.91783277600503,-35.01192437137877,27.0,0.3,1.0358913607067533,8.378273709159759,0.2388746738433838,processed_ATL10-02_20240125080854_05732201_006_01.h5,1.15,Combined_25km_jan24_gt1r.csv
-75.69220087566666,-34.86693645663908,24.0,0.17,0.8823937773704529,2.3221026931423694,0.1980524957180023,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.46645253669017,-34.72564595595744,27.0,0.17,0.962431271870931,4.96293967589736,0.2087532728910446,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.2407317761413,-34.58797741022201,24.0,0.09,0.821992352604866,5.114993231836706,0.1989785134792328,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.39,Combined_25km_jan24_gt1r.csv
-75.0148729636055,-34.45407387988077,27.0,0.19,1.0837118864059447,3.3688529084126158,0.1729783862829208,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.75,Combined_25km_jan24_gt1r.csv
-74.78894935916608,-34.32386621346758,24.0,0.22,0.7676591277122498,1.6866652644239366,0.1480335742235183,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-74.5627877570334,-34.19717945056406,27.0,0.12,0.8530416041612625,6.208350737061766,0.1979488730430603,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.08024797705276,-33.9371542909106,21.0,0.25,,0.0,0.1582568138837814,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.97,Combined_25km_jan24_gt1r.csv
-77.47585056540719,-36.13899314701677,18.0,0.06,0.7132823914289474,3.8340908785661054,0.1530350893735885,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-77.27000908925373,-35.97528421082278,27.0,0.16,0.7953466773033142,3.87037412987815,0.1876789480447769,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-77.0448802999195,-35.80177621248157,24.0,0.1,0.7157313466072083,4.55787101527676,0.1827020645141601,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
-76.8974095324276,-35.69108860315512,6.0,0.03,0.8855237364768982,5.595595017075539,0.216180145740509,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.18,Combined_25km_jan24_gt1r.csv
-76.59351225614665,-35.47072525301516,24.0,0.16,0.8539649546146393,1.0136277007404717,0.1739637702703476,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-76.3688488068397,-35.31371489624764,27.0,0.14,0.9104494537625994,5.793733325683409,0.2122037857770919,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-76.1434114606999,-35.16070620625124,24.0,0.24,1.124937849385398,12.165254354476929,0.2807135581970215,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.94,Combined_25km_jan24_gt1r.csv
-75.91783277600503,-35.01192437137877,27.0,0.3,1.0358913607067533,8.378273709159759,0.2388746738433838,processed_ATL10-02_20240125080854_05732201_006_01.h5,1.15,Combined_25km_jan24_gt1r.csv
-75.69220087566666,-34.86693645663908,24.0,0.17,0.8823937773704529,2.3221026931423694,0.1980524957180023,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.46645253669017,-34.72564595595744,27.0,0.17,0.962431271870931,4.96293967589736,0.2087532728910446,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.68,Combined_25km_jan24_gt1r.csv
-75.2407317761413,-34.58797741022201,24.0,0.09,0.821992352604866,5.114993231836706,0.1989785134792328,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.39,Combined_25km_jan24_gt1r.csv
-75.0148729636055,-34.45407387988077,27.0,0.19,1.0837118864059447,3.3688529084126158,0.1729783862829208,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.75,Combined_25km_jan24_gt1r.csv
-74.78894935916608,-34.32386621346758,24.0,0.22,0.7676591277122498,1.6866652644239366,0.1480335742235183,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-74.5627877570334,-34.19717945056406,27.0,0.12,0.8530416041612625,6.208350737061766,0.1979488730430603,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.08024797705276,-33.9371542909106,21.0,0.25,,0.0,0.1582568138837814,processed_ATL10-02_20240125080854_05732201_006_01.h5,0.97,Combined_25km_jan24_gt1r.csv
-75.81319676906894,-30.178724312437527,27.0,0.2,1.0020484427611034,7.788706819216411,0.2294234931468963,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.79,Combined_25km_jan24_gt1r.csv
-75.58819432562984,-30.321432664318564,24.0,0.08,0.8047412208148411,6.004384130937979,0.1775592565536499,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.36,Combined_25km_jan24_gt1r.csv
-75.36236421079232,-30.460778946137783,27.0,0.14,0.9334602355957032,2.783448606108626,0.1422875374555587,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-75.13595266574858,-30.59695421817814,24.0,0.05,0.7788872718811035,2.680360502563417,0.1706123054027557,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.25,Combined_25km_jan24_gt1r.csv
-74.90966335599477,-30.72942900434404,27.0,0.12,0.8735319707128737,5.434297159728077,0.2160591930150985,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.68374366410869,-30.858287668021767,24.0,0.11,0.86261385679245,12.596059212228283,0.2391922771930694,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-74.45774244452484,-30.98374578469192,27.0,0.05,0.7559233382344246,4.442435358133581,0.1802421659231186,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.25,Combined_25km_jan24_gt1r.csv
-74.23167125520567,-31.10604449347967,24.0,0.06,0.7436920574733189,2.4106188968289644,0.1740117073059082,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-74.00557340514911,-31.225246571284394,27.0,0.11,0.8740202320946587,12.7325395329131,0.241957351565361,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-75.81319676906894,-30.178724312437527,27.0,0.2,1.0020484427611034,7.788706819216411,0.2294234931468963,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.79,Combined_25km_jan24_gt1r.csv
-75.58819432562984,-30.321432664318564,24.0,0.08,0.8047412208148411,6.004384130937979,0.1775592565536499,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.36,Combined_25km_jan24_gt1r.csv
-75.36236421079232,-30.460778946137783,27.0,0.14,0.9334602355957032,2.783448606108626,0.1422875374555587,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-75.13595266574858,-30.59695421817814,24.0,0.05,0.7788872718811035,2.680360502563417,0.1706123054027557,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.25,Combined_25km_jan24_gt1r.csv
-74.90966335599477,-30.72942900434404,27.0,0.12,0.8735319707128737,5.434297159728077,0.2160591930150985,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.68374366410869,-30.858287668021767,24.0,0.11,0.86261385679245,12.596059212228283,0.2391922771930694,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-74.45774244452484,-30.98374578469192,27.0,0.05,0.7559233382344246,4.442435358133581,0.1802421659231186,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.25,Combined_25km_jan24_gt1r.csv
-74.23167125520567,-31.10604449347967,24.0,0.06,0.7436920574733189,2.4106188968289644,0.1740117073059082,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-74.00557340514911,-31.225246571284394,27.0,0.11,0.8740202320946587,12.7325395329131,0.241957351565361,processed_ATL10-02_20240125204313_05812201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-73.2190121279905,-27.792914894895564,18.0,0.12,0.7538962811231613,2.48289053949217,0.1464970111846923,processed_ATL10-02_20240126074312_05882201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-73.02818518782307,-27.70222608395997,21.0,0.06,0.9812384486198426,6.0084119239555935,0.2037293612957,processed_ATL10-02_20240126074312_05882201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-73.2190121279905,-27.792914894895564,18.0,0.12,0.7538962811231613,2.48289053949217,0.1464970111846923,processed_ATL10-02_20240126074312_05882201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-73.02818518782307,-27.70222608395997,21.0,0.06,0.9812384486198426,6.0084119239555935,0.2037293612957,processed_ATL10-02_20240126074312_05882201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-71.71680256797221,-26.580565029163573,24.0,0.1,0.7599167823791504,0.0968951440881937,0.0885421931743621,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
-71.49567318768173,-26.671900737903048,15.0,0.11,0.7803585529327393,0.8071593195199966,0.0936828628182411,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-71.38044573087095,-26.71873711666965,3.0,0.24,,0.0,0.0540394969284534,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.94,Combined_25km_jan24_gt1r.csv
-71.06135516599146,-26.84548423215622,21.0,0.12,,0.0,0.0628808289766311,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-71.71680256797221,-26.580565029163573,24.0,0.1,0.7599167823791504,0.0968951440881937,0.0885421931743621,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
-71.49567318768173,-26.671900737903048,15.0,0.11,0.7803585529327393,0.8071593195199966,0.0936828628182411,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-71.38044573087095,-26.71873711666965,3.0,0.24,,0.0,0.0540394969284534,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.94,Combined_25km_jan24_gt1r.csv
-71.06135516599146,-26.84548423215622,21.0,0.12,,0.0,0.0628808289766311,processed_ATL10-02_20240126201732_05962201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.94202703847496,-31.488827717691336,27.0,0.16,0.8887214490345546,4.618085258536869,0.2003274708986282,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-74.71612124096998,-31.61801562880374,24.0,0.22,0.9771892598697116,2.6401481707580388,0.1997663378715515,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-74.53309531097666,-31.720399437998637,18.0,0.15,0.8192996680736542,1.0251422723134358,0.1599087715148925,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.61,Combined_25km_jan24_gt1r.csv
-74.01246703977064,-32.00046424600465,21.0,0.32,1.1529502391815185,10.591313961361136,0.2819765508174896,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.23,Combined_25km_jan24_gt1r.csv
-73.81280076041726,-32.103555067903855,21.0,0.56,1.2519969542821248,6.872901865946395,0.31673264503479,processed_ATL10-02_20240129203455_06422201_006_01.h5,2.1,Combined_25km_jan24_gt1r.csv
-73.61471926669371,-32.203715828742595,21.0,0.52,1.276385247707367,7.011246361902782,0.2643094658851623,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.95,Combined_25km_jan24_gt1r.csv
-73.2661568140978,-32.37502558216897,3.0,0.13,0.9226828813552856,8.934803307056427,0.2538949847221374,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-73.11276852330803,-32.44842919068415,21.0,0.25,0.9849303194454738,4.3281782152397295,0.239575982093811,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.97,Combined_25km_jan24_gt1r.csv
-72.91324053778943,-32.54242671444513,21.0,0.27,1.018225938081741,3.337945363351277,0.2189681529998779,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-74.94202703847496,-31.488827717691336,27.0,0.16,0.8887214490345546,4.618085258536869,0.2003274708986282,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-74.71612124096998,-31.61801562880374,24.0,0.22,0.9771892598697116,2.6401481707580388,0.1997663378715515,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.86,Combined_25km_jan24_gt1r.csv
-74.53309531097666,-31.720399437998637,18.0,0.15,0.8192996680736542,1.0251422723134358,0.1599087715148925,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.61,Combined_25km_jan24_gt1r.csv
-74.01246703977064,-32.00046424600465,21.0,0.32,1.1529502391815185,10.591313961361136,0.2819765508174896,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.23,Combined_25km_jan24_gt1r.csv
-73.81280076041726,-32.103555067903855,21.0,0.56,1.2519969542821248,6.872901865946395,0.31673264503479,processed_ATL10-02_20240129203455_06422201_006_01.h5,2.1,Combined_25km_jan24_gt1r.csv
-73.61471926669371,-32.203715828742595,21.0,0.52,1.276385247707367,7.011246361902782,0.2643094658851623,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.95,Combined_25km_jan24_gt1r.csv
-73.2661568140978,-32.37502558216897,3.0,0.13,0.9226828813552856,8.934803307056427,0.2538949847221374,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-73.11276852330803,-32.44842919068415,21.0,0.25,0.9849303194454738,4.3281782152397295,0.239575982093811,processed_ATL10-02_20240129203455_06422201_006_01.h5,0.97,Combined_25km_jan24_gt1r.csv
-72.91324053778943,-32.54242671444513,21.0,0.27,1.018225938081741,3.337945363351277,0.2189681529998779,processed_ATL10-02_20240129203455_06422201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-76.3910367582634,-30.39714244108624,27.0,0.16,1.017346978187561,3.481837227526638,0.1338543891906738,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-76.14444867111318,-30.228981735439675,18.0,0.09,0.7732316851615906,0.9149578710397084,0.0749522596597671,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.39,Combined_25km_jan24_gt1r.csv
-75.93999784957413,-30.09374322435592,27.0,0.13,0.903743346532186,2.6847464446392326,0.1414498686790466,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-75.71442085335346,-29.948487458634222,24.0,0.15,0.9462984204292296,5.201749634579755,0.2082220315933227,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.61,Combined_25km_jan24_gt1r.csv
-75.4883265879594,-29.80697264535304,27.0,0.06,0.8750713616609573,3.81060503423214,0.1492489725351333,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-75.1666363829393,-29.61199222886168,3.0,0.27,,0.0,0.1426964551210403,processed_ATL10-02_20240130073457_06492201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-75.03705773567212,-29.53568938952543,27.0,0.18,0.8971956272919973,5.6953314691782,0.1933680325746536,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.72,Combined_25km_jan24_gt1r.csv
-74.81119250438556,-29.40515356823515,24.0,0.12,0.9235956892371178,13.27455141581595,0.2835191190242767,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.58517831337657,-29.277930454646896,27.0,0.16,0.9350310787558556,7.302428637113836,0.2270771414041519,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-74.35913312603682,-29.153825027248885,24.0,0.11,0.8298099637031555,0.8908649091608822,0.0647652745246887,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-74.13308627241084,-29.03288995592256,27.0,0.1,0.8489857017993927,4.482761423827873,0.2190825492143631,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
-73.93353039230067,-28.92855630928497,18.0,0.14,0.9303712606430052,8.847218565642834,0.2231283634901046,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.57,Combined_25km_jan24_gt1r.csv
-76.3910367582634,-30.39714244108624,27.0,0.16,1.017346978187561,3.481837227526638,0.1338543891906738,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-76.14444867111318,-30.228981735439675,18.0,0.09,0.7732316851615906,0.9149578710397084,0.0749522596597671,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.39,Combined_25km_jan24_gt1r.csv
-75.93999784957413,-30.09374322435592,27.0,0.13,0.903743346532186,2.6847464446392326,0.1414498686790466,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.54,Combined_25km_jan24_gt1r.csv
-75.71442085335346,-29.948487458634222,24.0,0.15,0.9462984204292296,5.201749634579755,0.2082220315933227,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.61,Combined_25km_jan24_gt1r.csv
-75.4883265879594,-29.80697264535304,27.0,0.06,0.8750713616609573,3.81060503423214,0.1492489725351333,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.28,Combined_25km_jan24_gt1r.csv
-75.1666363829393,-29.61199222886168,3.0,0.27,,0.0,0.1426964551210403,processed_ATL10-02_20240130073457_06492201_006_01.h5,1.04,Combined_25km_jan24_gt1r.csv
-75.03705773567212,-29.53568938952543,27.0,0.18,0.8971956272919973,5.6953314691782,0.1933680325746536,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.72,Combined_25km_jan24_gt1r.csv
-74.81119250438556,-29.40515356823515,24.0,0.12,0.9235956892371178,13.27455141581595,0.2835191190242767,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.5,Combined_25km_jan24_gt1r.csv
-74.58517831337657,-29.277930454646896,27.0,0.16,0.9350310787558556,7.302428637113836,0.2270771414041519,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.65,Combined_25km_jan24_gt1r.csv
-74.35913312603682,-29.153825027248885,24.0,0.11,0.8298099637031555,0.8908649091608822,0.0647652745246887,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.46,Combined_25km_jan24_gt1r.csv
-74.13308627241084,-29.03288995592256,27.0,0.1,0.8489857017993927,4.482761423827873,0.2190825492143631,processed_ATL10-02_20240130073457_06492201_006_01.h5,0.43,Combined_25km_jan24_gt1r.csv
